年份,区块,AUC,AUC_FILL,Vmax,Tpeak,UpSlope,DnSlope,FWHM,DL_vb,DL_va,DL_m1,DL_m2,DL_s1,DL_s2,SeasonLen,T,P,S,Y,AUC_T,AUC_P,Vmax_T,FWHM_P,T2,P2,HDD,CDD,B_A1,B_A10,B_A2,B_A3,B_A4,B_A5,B_A6,B_A7,B_A8,B_A9
2018,A5,294.105,171.225,3.667,120.0,0.05434642857142852,-0.0244314285714286,90.0,0.7558315379552804,3.752632323784037,89.50433632237547,163.0100746048364,9.806197524038067,29.999999999999993,73.50573828246094,13.8,141,703,701,4058.6490000000003,41468.805,50.6046,12690.0,190.44000000000003,19881,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2018,A6,325.415,193.425,4.135,130.0,0.055919047619047604,-0.041320000000000044,90.0,0.5452531736239317,4.175014408105977,89.12892512326884,166.6823701687283,9.711851407587819,21.665947752446407,77.55344504545947,14.6,147,703,769,4751.059,47836.005000000005,60.370999999999995,13230.0,213.16,21609,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2018,A7,329.895,196.02499999999998,4.513,120.0,0.07139999999999994,-0.03353142857142858,90.0,0.3623476573128603,5.0399190234307705,89.14427549097533,165.2195166529071,10.89131380036088,29.999999999999996,76.07524116193176,15.5,156,726,800,5113.3724999999995,51463.619999999995,69.9515,14040.0,240.25,24336,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2018,A8,312.18,179.12,3.998,110.0,0.06662571428571427,-0.023253571428571443,90.0,0.8423918643501277,3.061759435036958,86.08103827807987,171.8805784326024,6.519610112610391,18.455235208446293,85.79954015452252,14.8,152,735,685,4620.264,47451.36,59.17040000000001,13680.0,219.04000000000002,23104,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2018,A9,326.745,192.93,4.41,120.0,0.06487857142857138,-0.0324971428571429,90.0,0.9153546485759387,5.1454062403790894,93.29951002088745,148.18833015366278,11.220289768921823,29.999999999999996,54.88882013277532,15.8,157,765,800,5162.571,51298.965000000004,69.67800000000001,14130.0,249.64000000000001,24649,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2019,A1,240.74,139.63,2.973,110.0,0.049302857142857114,-0.016374999999999997,90.0,0.574023431644129,3.0849655051167373,89.33861602860655,165.1945864808028,10.23252452649321,29.999999999999844,75.85597045219625,13.4,140,661,624,3225.916,33703.6,39.8382,12600.0,179.56,19600,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2019,A10,322.18,189.93,4.079,110.0,0.07188571428571426,-0.0244,90.0,0.5197442516484719,4.636108979133549,89.06297150857144,164.0296548803891,10.751548239292827,29.99999999999965,74.96668337181767,16.1,179,741,800,5187.098000000001,57670.22,65.67190000000001,16110.0,259.21000000000004,32041,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2019,A2,226.70999999999998,136.545,2.969,120.0,0.04846428571428565,-0.02215142857142858,90.0,0.47394581719451667,3.0818281934404617,89.28507554556683,163.36698443040513,7.970369386403614,29.999999999997968,74.0819088848383,13.5,147,640,616,3060.5849999999996,33326.369999999995,40.0815,13230.0,182.25,21609,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2019,A3,270.55499999999995,156.42,3.356,110.0,0.058448571428571405,-0.019399999999999994,90.0,0.7051941966373739,2.8930029294074586,88.43552103462477,170.89886195348814,7.033530212357016,22.35208161023682,82.46334091886337,13.7,144,685,694,3706.6034999999993,38959.91999999999,45.977199999999996,12960.0,187.68999999999997,20736,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2019,A4,307.63499999999993,177.435,3.916,120.0,0.05976428571428565,-0.02632000000000003,90.0,0.9032397830022738,3.7429973647801944,88.7663220458434,159.4588488392151,7.982043226921906,29.999999999995428,70.69252679337171,14.3,140,699,800,4399.1804999999995,43068.899999999994,55.9988,12600.0,204.49,19600,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2019,A5,305.80999999999995,176.02499999999998,3.784,120.0,0.057674999999999955,-0.02700857142857147,90.0,0.6224262957859865,3.6100029171711028,87.42760790675536,170.378467067339,8.888464256962367,24.389865213576776,82.95085916058363,15.0,167,697,790,4587.15,51070.26999999999,56.76,15030.0,225.0,27889,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2019,A6,335.89,197.86499999999998,4.2,110.0,0.07356285714285711,-0.0299642857142857,90.0,0.7223082696089239,3.979929645883812,87.97216058952972,165.0624058499085,8.20096344031336,21.128408845415034,77.09024526037877,15.4,163,708,718,5172.706,54750.07,64.68,14670.0,237.16000000000003,26569,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2019,A7,333.54,193.84,4.117,120.0,0.062214285714285666,-0.031311428571428615,90.0,0.6299517560278436,4.064977623760227,88.49131035937096,168.078578865725,10.098526666834678,21.802120465936287,79.58726850635405,15.1,158,708,730,5036.454000000001,52699.32,62.1667,14220.0,228.01,24964,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2019,A8,334.46,198.175,4.436,120.0,0.0707428571428571,-0.0346257142857143,90.0,0.6471355760971241,4.900258399741213,89.4006025588069,157.76643686159974,9.590757220850914,29.999999999996316,68.36583430279285,15.4,165,722,781,5150.684,55185.899999999994,68.3144,14850.0,237.16000000000003,27225,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2019,A9,309.20000000000005,181.13,4.023,120.0,0.06042142857142851,-0.02890000000000003,90.0,0.6997972873994809,4.245296876789071,89.70196430556281,160.47191220324714,10.139010562718301,29.99999999999986,70.76994789768433,15.0,181,706,781,4638.000000000001,55965.20000000001,60.345,16290.0,225.0,32761,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2020,A1,236.01999999999998,140.22,3.182,120.0,0.04774999999999996,-0.030274285714285754,80.0,0.44684486907558835,3.8415422216046657,92.10935328638755,149.8641363627517,11.909742794282762,24.85964555447766,57.75478307636416,13.3,144,658,799,3139.066,33986.88,42.3206,11520.0,176.89000000000001,20736,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2020,A10,356.90500000000003,208.14,4.295,110.0,0.07606571428571426,-0.02576428571428568,90.0,0.47201435068036274,3.9566089218766685,85.33249233366472,170.83752323656395,9.648778000846203,10.46648469971529,85.50503090289924,15.5,171,726,744,5532.0275,61030.755000000005,66.5725,15390.0,240.25,29241,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2020,A2,276.48,159.71500000000003,3.669,110.0,0.06521714285714285,-0.021885714285714272,90.0,0.5904557808445493,3.127332178834121,85.75514157518653,173.832736396293,6.468804092821275,26.871593336523617,88.07759482110647,14.0,137,675,691,3870.7200000000003,37877.76,51.366,12330.0,196.0,18769,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2020,A3,255.64999999999998,149.035,3.39,110.0,0.057848571428571416,-0.022607142857142857,90.0,0.7082621246888696,3.4130948655355584,88.80048298192732,153.88655884322907,8.794635035059699,29.999999999999996,65.08607586130175,13.7,149,652,730,3502.4049999999993,38091.85,46.443,13410.0,187.68999999999997,22201,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2020,A4,314.59499999999997,183.48,4.191,110.0,0.07034857142857141,-0.02525714285714285,90.0,0.637521654278797,4.328422059546632,89.9037466902312,163.62980109134895,10.176192048681031,29.999999999999996,73.72605440111775,14.6,144,695,774,4593.0869999999995,45301.67999999999,61.188599999999994,12960.0,213.16,20736,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2020,A5,308.08,179.58,4.046,110.0,0.0718942857142857,-0.02625714285714285,90.0,0.6622085123735214,4.182284709857158,88.27876916826267,160.08149660274077,8.91697086689583,29.999999999850075,71.8027274344781,14.1,146,686,800,4343.928,44979.68,57.0486,13140.0,198.81,21316,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2020,A6,316.28,181.39499999999998,4.052,120.0,0.06151428571428566,-0.02567428571428575,90.0,0.6296766513895476,4.0460352111410085,88.14102748137378,168.9640861547254,9.880552445185288,29.999999999999584,80.82305867335162,15.0,173,701,800,4744.2,54716.439999999995,60.779999999999994,15570.0,225.0,29929,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2020,A7,348.23,208.155,4.664,120.0,0.07539285714285707,-0.03786000000000004,90.0,0.4526177513383658,5.4108275067361715,88.6501894623585,159.6218467649797,10.302195501471793,29.999999999999996,70.9716573026212,15.4,159,704,773,5362.742,55368.57,71.8256,14310.0,237.16000000000003,25281,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2020,A8,331.03,197.425,4.274,120.0,0.06692857142857137,-0.03622285714285718,90.0,0.28500942074224667,6.6695424037403255,91.9973990662311,149.12000219875213,14.737088719270478,29.99999999999983,57.122603132521036,15.3,170,720,699,5064.759,56275.1,65.3922,15300.0,234.09000000000003,28900,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2020,A9,305.9,180.99,4.085,110.0,0.07094571428571426,-0.027335714285714286,90.0,0.7461786321924045,3.984879547648627,89.58029459107284,160.2870069053966,8.17130345735941,28.208966724114617,70.70671231432375,15.6,181,739,800,4772.04,55367.899999999994,63.726,16290.0,243.35999999999999,32761,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2021,A1,238.265,134.62,2.833,140.0,0.029419999999999995,-0.02283999999999995,90.0,0.7358584786344179,2.4300205051677173,89.3759298011349,179.99999999999997,7.581213027661002,29.999999999999996,90.62407019886507,13.4,126,648,667,3192.7509999999997,30021.39,37.9622,11340.0,179.56,15876,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2021,A10,379.9100000000001,220.65500000000003,4.775,110.0,0.08086285714285711,-0.029007142857142846,90.0,0.9271593554083943,4.057419448455045,88.02314770785728,170.02278508467384,7.856932378538141,19.192687393715367,81.99963737681657,16.1,169,715,800,6116.551000000002,64204.790000000015,76.87750000000001,15210.0,259.21000000000004,28561,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2021,A2,234.4,131.815,2.771,130.0,0.036111904761904755,-0.01018,90.0,0.6936951430682834,2.3844247784382855,87.67006197603551,179.99999999999997,6.62621227550092,29.999999999999996,92.32993802396446,13.5,128,645,719,3164.4,30003.2,37.4085,11520.0,182.25,16384,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2021,A3,288.98999999999995,166.59,3.61,120.0,0.05289285714285709,-0.02565428571428575,90.0,0.6714530026996662,3.257781325695316,88.46628731241398,170.35636406779952,9.046273541141414,22.1471022379947,81.89007675538554,14.5,134,655,672,4190.355,38724.659999999996,52.345,12060.0,210.25,17956,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2021,A4,304.96999999999997,182.14499999999998,4.072,110.0,0.07172571428571427,-0.025803571428571422,90.0,0.5033691288942792,4.521124700629404,89.86317072559585,161.61541736846752,10.24597817511131,29.999999999999996,71.75224664287167,14.7,136,650,748,4483.058999999999,41475.92,59.858399999999996,12240.0,216.08999999999997,18496,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2021,A5,321.90999999999997,186.6,4.092,110.0,0.06782571428571425,-0.026625000000000006,90.0,0.6725603087521743,4.678312808459173,89.07430930711058,156.4277895875888,11.38439941962977,29.999999999999996,67.35348028047821,14.6,140,667,745,4699.8859999999995,45067.399999999994,59.743199999999995,12600.0,213.16,19600,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2021,A6,357.795,211.04000000000002,4.642,120.0,0.07128571428571422,-0.033871428571428615,90.0,0.8459861563598214,4.935281143565934,90.13275304889216,159.2117169919681,9.603869066537856,29.999999999999986,69.07896394307595,15.1,152,699,800,5402.7045,54384.840000000004,70.0942,13680.0,228.01,23104,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2021,A7,371.99499999999995,218.08499999999998,4.834,120.0,0.07179285714285707,-0.03597428571428574,90.0,1.2340300189255613,4.99771223721632,91.87363665882735,150.46713269785928,8.82793476187921,29.999999999999808,58.59349603903193,16.1,152,670,800,5989.1195,56543.23999999999,77.8274,13680.0,259.21000000000004,23104,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2021,A8,355.47,208.32500000000002,4.467,120.0,0.07018928571428565,-0.029571428571428617,90.0,0.6673691918925386,4.175589590113385,88.39483163745741,172.6838691675403,8.840946012320133,21.77750416359233,84.2890375300829,15.5,157,722,736,5509.785000000001,55808.79,69.23849999999999,14130.0,240.25,24649,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2021,A9,375.58500000000004,219.735,4.852,120.0,0.07325357142857136,-0.03422000000000006,90.0,1.2611950397796914,4.860676172650744,91.4961061627208,152.1233017013532,8.293446313666195,29.99999999999922,60.62719553863239,16.2,167,695,800,6084.477000000001,62722.69500000001,78.6024,15030.0,262.44,27889,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2022,A1,215.535,125.75500000000001,3.006,120.0,0.04578928571428566,-0.019988571428571435,90.0,0.6211911784611789,2.416776861077333,88.9195460449075,170.15320032980839,5.200149758847821,29.999999999999996,81.23365428490088,13.9,105,629,760,2995.9365000000003,22631.175,41.7834,9450.0,193.21,11025,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2022,A10,343.82499999999993,203.88500000000002,4.579,120.0,0.06882857142857135,-0.041780000000000025,80.0,0.7659139180093041,3.955033117243549,89.89193329037349,164.14554867289652,8.704184831328558,16.0310329110075,74.25361538252304,16.7,171,730,749,5741.877499999999,58794.07499999999,76.46929999999999,13680.0,278.89,29241,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2022,A2,243.92999999999995,140.33499999999998,3.04,120.0,0.04702142857142853,-0.021560000000000027,90.0,0.28785561418189937,2.783287463673339,84.09565294007388,174.24067343726733,9.266428035062296,15.612595536062418,90.14502049719346,14.0,106,654,604,3415.0199999999995,25856.579999999994,42.56,9540.0,196.0,11236,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2022,A3,273.15000000000003,161.71499999999997,3.704,110.0,0.06466285714285712,-0.02401428571428571,90.0,0.21993793004697987,4.228719343866929,87.27276553091221,164.81626421295618,11.547590831886726,29.99999999999995,77.54349868204397,14.5,117,647,649,3960.6750000000006,31958.550000000003,53.708000000000006,10530.0,210.25,13689,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2022,A4,280.44,167.30999999999997,3.666,120.0,0.060185714285714245,-0.031317142857142884,90.0,0.28728108804608904,4.616265280587292,87.67736118276295,156.07259597984986,11.010720533838317,29.999999999996945,68.39523479708691,14.2,125,661,800,3982.2479999999996,35055.0,52.057199999999995,11250.0,201.64,15625,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2022,A5,312.705,185.61499999999998,4.185,110.0,0.07476571428571425,-0.02738214285714285,90.0,0.8084251809813703,3.952042900086631,88.79949986825216,160.8383006725175,7.074944579850515,29.28147009175675,72.03880080426535,14.8,122,676,777,4628.034,38150.009999999995,61.937999999999995,10980.0,219.04000000000002,14884,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2022,A6,366.9,215.78499999999997,4.731,120.0,0.0736464285714285,-0.034682857142857175,90.0,0.7593794040623237,5.390920087448237,89.67991346504859,156.63256962966702,10.66175436875617,29.999999999997144,66.95265616461843,15.5,128,693,800,5686.95,46963.2,73.3305,11520.0,240.25,16384,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2022,A7,379.175,220.81499999999994,4.82,110.0,0.08323999999999997,-0.029571428571428582,90.0,0.7981153635699743,5.060664885515917,88.13325183682393,162.67833404431067,9.768759663665922,29.99999999999702,74.54508220748674,15.2,135,697,800,5763.46,51188.625,73.264,12150.0,231.04,18225,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2022,A8,413.26,242.315,5.193,120.0,0.07856785714285706,-0.03230571428571434,90.0,1.2933488868127179,4.752272519328891,91.38458056863001,167.23488515832233,7.212759473372193,29.999999999999993,75.85030458969231,15.7,142,697,800,6488.182,58682.92,81.53009999999999,12780.0,246.48999999999998,20164,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2022,A9,403.74999999999994,235.36,5.219,120.0,0.07612857142857135,-0.04066285714285716,90.0,0.9928222332151412,4.667125365196215,89.61684612595965,166.35186294371982,8.833106962405266,21.868972073872623,76.73501681776017,16.0,160,710,800,6459.999999999999,64599.99999999999,83.504,14400.0,256.0,25600,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2023,A1,244.87499999999997,143.13,3.11,110.0,0.05688857142857142,-0.018532142857142848,90.0,-0.19470859723295528,3.9706381060587623,82.9308664713581,174.98960567660816,13.074202233071873,29.999999999999996,92.05873920525006,14.3,100,659,663,3501.7124999999996,24487.499999999996,44.473,9000.0,204.49,10000,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2023,A10,389.47,232.515,5.115,110.0,0.08643714285714284,-0.03482142857142856,90.0,0.9561644076169601,4.633544896964336,91.46269075091276,164.2346549078794,8.453423209442354,20.46591802148498,72.77196415696663,16.9,146,721,800,6582.043,56862.62,86.4435,13140.0,285.60999999999996,21316,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2023,A2,250.845,148.13,3.207,110.0,0.05952571428571428,-0.022728571428571428,90.0,0.3742741644572859,3.818940100198174,87.21018834201847,156.69982606860754,10.183766257435193,29.999999999999996,69.48963772658907,14.2,113,637,731,3561.999,28345.485,45.53939999999999,10170.0,201.64,12769,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2023,A3,252.25500000000002,144.205,3.037,120.0,0.05074642857142854,-0.019237142857142883,90.0,0.27697817672499364,2.8224591056554473,83.58179758933959,175.7463768294616,7.707126785026551,15.032590325438953,92.16457924012202,14.5,100,656,786,3657.6975,25225.500000000004,44.0365,9000.0,210.25,10000,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2023,A4,269.99,159.615,3.388,120.0,0.05469999999999994,-0.027105714285714306,90.0,-0.3107944326182269,4.903180398161261,83.99126437934869,167.5309748921144,14.614535704315196,29.999999999999996,83.5397105127657,14.2,112,658,662,3833.8579999999997,30238.88,48.10959999999999,10080.0,201.64,12544,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2023,A5,304.16499999999996,182.87999999999997,4.291,110.0,0.07463999999999997,-0.031967857142857145,90.0,0.7691389692195526,4.944145647114915,91.55259389607485,145.61074383463054,9.447767688213958,29.999999999999954,54.05814993855569,14.9,125,645,708,4532.058499999999,38020.62499999999,63.935900000000004,11250.0,222.01000000000002,15625,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2023,A6,338.955,199.88500000000002,4.582,110.0,0.07746571428571426,-0.031649999999999984,90.0,0.5278534992971353,5.281964969979726,88.62736424499606,156.38431400117048,11.461062033592528,29.999999999999996,67.75694975617442,15.1,115,696,800,5118.220499999999,38979.825,69.1882,10350.0,228.01,13225,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2023,A7,400.20000000000005,230.81,5.117,120.0,0.07399285714285705,-0.03488857142857146,90.0,1.0384402556118457,5.424781883238921,90.3290346707567,157.95521953298598,10.941488309775462,29.999999999999655,67.62618486222928,16.0,126,693,800,6403.200000000001,50425.200000000004,81.872,11340.0,256.0,15876,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2023,A8,418.965,245.735,5.419,110.0,0.09651142857142854,-0.031014285714285692,90.0,0.5262759942190063,5.859369239458141,87.54286892505506,169.91920539385742,10.454263911583183,29.99999999976659,82.37633646880236,16.3,136,710,800,6829.1295,56979.24,88.3297,12240.0,265.69,18496,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2023,A9,407.31000000000006,240.83,5.272,120.0,0.08233928571428564,-0.0425371428571429,90.0,0.40955339019667264,6.4942541879255655,88.1895769759694,160.65194372420783,11.904951226518468,29.999999999999996,72.46236674823842,16.6,139,712,800,6761.346000000001,56616.09000000001,87.51520000000001,12510.0,275.56000000000006,19321,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2024,A1,223.44500000000002,132.22500000000002,2.83,110.0,0.04943714285714283,-0.017585714285714277,90.0,0.6375245606267775,2.143393835736206,89.63425278812642,169.24118671595824,5.0841409600404175,12.036296406139947,79.60693392783182,13.7,101,642,651,3061.1965,22567.945000000003,38.771,9090.0,187.68999999999997,10201,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2024,A10,413.2250000000001,243.58,5.274,120.0,0.08511428571428563,-0.036722857142857175,90.0,0.339132610206127,5.604348521975855,86.94660669007268,175.17725090224695,10.061477782432277,25.931034750969843,88.23064421217427,16.4,153,703,786,6776.89,63223.42500000001,86.49359999999999,13770.0,268.96,23409,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2024,A2,249.605,143.51999999999998,3.34,120.0,0.05369999999999996,-0.02026857142857144,90.0,0.3628187871920166,3.220214401421007,85.24337590358104,171.84920884713898,8.51623758379307,29.999999999999996,86.60583294355794,14.2,102,649,617,3544.3909999999996,25459.71,47.428,9180.0,201.64,10404,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2024,A3,313.68499999999995,183.03499999999997,4.099,110.0,0.06609714285714283,-0.024842857142857135,90.0,1.0233588721242302,3.8632525003878118,91.27958018951904,157.73330882567768,8.168592413275386,29.99999999999987,66.45372863615864,15.1,115,666,678,4736.643499999999,36073.774999999994,61.8949,10350.0,228.01,13225,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2024,A4,322.095,187.71500000000003,4.081,110.0,0.06581999999999998,-0.022325000000000008,90.0,1.0616502116088158,3.809965841613501,91.54684293405296,161.78290412396427,8.231424952578957,29.99999999999997,70.23606118991131,14.9,120,668,770,4799.2155,38651.4,60.806900000000006,10800.0,222.01000000000002,14400,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2024,A5,361.0849999999999,212.95999999999998,4.68,120.0,0.07165357142857134,-0.03456571428571431,90.0,0.46644937173691287,5.707442301426477,89.81858504179876,160.8610963950469,12.487856806940265,29.999999999999883,71.04251135324814,15.4,120,687,800,5560.708999999999,43330.19999999999,72.072,10800.0,237.16000000000003,14400,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2024,A6,376.94,219.4,4.832,120.0,0.07776071428571421,-0.031922857142857176,90.0,0.2593703289484608,5.4402590055707645,85.89076401999341,172.03691726444086,11.007239840107585,29.9999999999998,86.14615324444745,15.5,133,669,792,5842.57,50133.02,74.896,11970.0,240.25,17689,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2024,A7,405.3950000000001,239.42500000000004,5.5,110.0,0.08999999999999996,-0.03625000000000001,90.0,1.1771648853693444,5.688908257991153,91.55990648491029,152.11078865114573,9.436878111245246,29.999999999999964,60.55088216623544,15.7,147,724,800,6364.701500000001,59593.06500000002,86.35,13230.0,246.48999999999998,21609,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2024,A8,395.25,233.17499999999998,5.09,110.0,0.08921428571428566,-0.03257142857142854,90.0,1.0310022070909621,5.18987987177223,89.45747585534602,158.77413649803202,8.423686490499374,29.999999999996675,69.316660642686,16.9,141,704,800,6679.724999999999,55730.25,86.02099999999999,12690.0,285.60999999999996,19881,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2024,A9,390.18999999999994,227.505,4.902,110.0,0.08544857142857139,-0.029453571428571395,90.0,0.8815182738434486,4.988692007533978,88.22676207614299,165.06963215215148,8.910659485758325,29.999999999999925,76.8428700760085,16.7,138,734,800,6516.172999999999,53846.219999999994,81.8634,12420.0,278.89,19044,0.0,0.0,False,False,False,False,False,False,False,False,False,True
2025,A1,264.57000000000005,149.24,3.466,120.0,0.048660714285714245,-0.023228571428571442,90.0,0.6972079115123844,3.2433270432274757,86.11368248679788,160.10506606072457,9.683120813367482,29.99999999997937,73.99138357392668,14.2,132,608,705,3756.8940000000007,34923.240000000005,49.2172,11880.0,201.64,17424,0.0,0.0,True,False,False,False,False,False,False,False,False,False
2025,A10,367.17499999999995,216.915,4.897,110.0,0.08507428571428567,-0.03095,90.0,0.8370104656925934,5.0157608111424,89.65996370012066,160.18008535617767,9.140353755228476,29.999999999999982,70.52012165605701,16.9,160,734,800,6205.257499999999,58747.99999999999,82.7593,14400.0,285.60999999999996,25600,0.0,0.0,False,True,False,False,False,False,False,False,False,False
2025,A2,297.46000000000004,171.97000000000003,3.928,120.0,0.06058928571428565,-0.02571714285714288,90.0,0.7920625449162316,3.514125683181945,88.3683640854374,166.41980346704003,7.197471768198463,29.999999999999996,78.05143938160262,14.6,119,669,800,4342.916,35397.740000000005,57.3488,10710.0,213.16,14161,0.0,0.0,False,False,True,False,False,False,False,False,False,False
2025,A3,294.155,177.64999999999998,3.882,110.0,0.0694685714285714,-0.025835714285714278,90.0,0.4129088148475371,4.3716535499498805,90.9376542495271,163.10024620491478,10.283466519554972,26.753320489483844,72.16259195538768,14.2,116,691,683,4177.000999999999,34121.979999999996,55.1244,10440.0,201.64,13456,0.0,0.0,False,False,False,True,False,False,False,False,False,False
2025,A4,327.595,192.67999999999998,4.215,120.0,0.06680357142857136,-0.029197142857142876,90.0,0.7161930830816675,4.330936254570325,89.45294128872882,164.53837322567836,8.805122753161472,29.99999999999807,75.08543193694953,14.9,131,659,800,4881.165500000001,42914.94500000001,62.8035,11790.0,222.01000000000002,17161,0.0,0.0,False,False,False,False,True,False,False,False,False,False
2025,A5,377.505,220.535,4.849,110.0,0.08096571428571427,-0.030078571428571427,90.0,1.029552402479262,4.9573490933377755,90.2564950947253,158.38152066856858,9.233894021438399,29.999999999999996,68.12502557384329,15.5,134,671,756,5851.3275,50585.67,75.15950000000001,12060.0,240.25,17956,0.0,0.0,False,False,False,False,False,True,False,False,False,False
2025,A6,401.86499999999995,232.53499999999997,5.032,110.0,0.08637714285714282,-0.02909642857142856,90.0,0.8461932049563037,5.119725842561868,88.02659997083155,167.6627017980634,9.411868664862933,29.999999999957176,79.63610182723185,15.4,144,692,800,6188.721,57868.55999999999,77.4928,12960.0,237.16000000000003,20736,0.0,0.0,False,False,False,False,False,False,True,False,False,False
2025,A7,412.92499999999995,239.98999999999998,5.084,130.0,0.07052499999999999,-0.03527000000000006,90.0,0.3203076996263272,5.687719656314194,84.84158304259282,175.49296839337632,10.456684128616667,29.999999999999996,90.6513853507835,16.3,152,700,800,6730.6775,62764.59999999999,82.86919999999999,13680.0,265.69,23104,0.0,0.0,False,False,False,False,False,False,False,True,False,False
2025,A8,388.20500000000004,228.61499999999998,4.944,130.0,0.06675119047619045,-0.04454000000000003,90.0,0.5992159629317511,5.765956169267287,88.14071828589731,160.41899027724193,10.832295823177855,29.99999999999089,72.27827199134462,16.2,163,685,800,6288.921,63277.41500000001,80.0928,14670.0,262.44,26569,0.0,0.0,False,False,False,False,False,False,False,False,True,False
2025,A9,416.815,245.995,5.486,120.0,0.08307499999999991,-0.04343428571428574,90.0,1.013525892057545,6.531544407014669,91.52039498681681,149.84202276720902,10.971557972315578,29.99999999999999,58.321627780392205,16.4,154,703,800,6835.766,64189.51,89.97039999999998,13860.0,268.96,23716,0.0,0.0,False,False,False,False,False,False,False,False,False,True
